Reference	s37rep1	s37rep2	s37rep3	s32rep2	s32rep1	s32rep3
ENST00000350320.11	3.0	2.0	1.0	3.0	3.0	2.0
ENST00000399034.7	3.0	2.0	1.0	3.0	3.0	2.0
ENST00000369535.5	3.0	2.0	1.0	2.0	2.0	1.0
ENST00000436335.5	3.0	3.0	1.0	3.0	3.0	1.0
ENST00000527225.1	3.0	6.0	6.0	7.0	7.0	1.0
ENST00000684483.1	3.0	3.0	2.0	3.0	4.0	3.0
ENST00000554366.5	3.0	4.0	1.0	5.0	1.0	2.0
ENST00000429769.5	3.0	2.0	2.0	2.0	2.0	1.0
ENST00000375167.1	3.0	3.0	2.0	3.0	3.0	2.0
ENST00000397472.6	3.0	3.0	2.0	2.0	3.0	1.0
ENST00000526325.5	3.0	3.0	2.0	2.0	4.0	1.0
ENST00000544914.5	3.0	2.0	3.0	2.0	3.0	2.0
ENST00000412106.5	3.0	3.0	3.0	3.0	3.0	2.0
ENST00000415689.5	3.0	3.0	3.0	3.0	3.0	2.0
ENST00000678954.1	3.0	3.0	3.0	2.0	3.0	3.0
ENST00000427587.9	3.0	2.0	3.0	3.0	4.0	2.0
ENST00000676976.1	3.0	3.0	3.0	3.0	3.0	3.0
ENST00000678290.1	3.0	3.0	3.0	2.0	3.0	3.0
ENST00000510965.1	3.0	3.0	4.0	3.0	3.0	5.0
ENST00000489394.5	3.0	3.0	5.0	4.0	3.0	4.0
ENST00000371370.8	3.0	3.0	2.0	2.0	2.0	1.0
ENST00000433916.5	3.0	3.0	2.0	3.0	2.0	2.0
ENST00000495264.1	3.0	3.0	2.0	3.0	2.0	1.0
ENST00000337682.9	3.0	2.0	1.0	2.0	1.0	1.0
ENST00000437490.5	3.0	3.0	2.0	3.0	3.0	1.0
ENST00000219789.11	3.0	1.0	1.0	1.0	2.0	0.0
ENST00000396059.7	3.0	3.0	2.0	3.0	3.0	2.0
ENST00000371974.8	3.0	2.0	3.0	2.0	3.0	1.0
ENST00000613129.4	3.0	2.0	1.0	2.0	3.0	0.0
ENST00000618229.4	3.0	2.0	1.0	2.0	3.0	0.0
ENST00000371989.8	3.0	2.0	1.0	2.0	3.0	0.0
ENST00000508910.5	3.0	4.0	3.0	3.0	2.0	2.0
ENST00000697753.1	3.0	3.0	4.0	3.0	3.0	3.0
ENST00000541550.6	3.0	3.0	2.0	4.0	3.0	2.0
ENST00000425102.1	3.0	3.0	1.0	2.0	2.0	1.0
ENST00000500576.4	3.0	2.0	2.0	3.0	4.0	2.0
ENST00000535612.6	3.0	2.0	1.0	2.0	3.0	0.0
ENST00000595444.1	3.0	2.0	2.0	2.0	2.0	1.0
ENST00000372734.5	3.0	3.0	2.0	4.0	3.0	3.0
ENST00000615404.1	3.0	3.0	2.0	4.0	4.0	4.0
ENST00000636517.1	3.0	0.0	0.0	6.0	0.0	0.0
ENST00000371217.10	3.0	2.0	1.0	2.0	2.0	1.0
ENST00000465280.1	3.0	3.0	3.0	3.0	4.0	3.0
ENST00000278353.10	3.0	2.0	2.0	3.0	3.0	1.0
ENST00000489477.1	3.0	3.0	2.0	2.0	4.0	3.0
ENST00000586925.1	3.0	3.0	5.0	3.0	4.0	4.0
ENST00000600964.1	3.0	5.0	4.0	6.0	6.0	2.0
ENST00000531485.5	3.0	2.0	2.0	3.0	2.0	2.0
ENST00000533986.5	3.0	2.0	2.0	2.0	2.0	2.0
ENST00000359415.8	3.0	1.0	1.0	1.0	1.0	0.0
ENST00000264028.5	3.0	2.0	1.0	1.0	2.0	0.0
ENST00000397124.5	3.0	1.0	1.0	1.0	5.0	0.0
ENST00000404371.6	3.0	3.0	2.0	2.0	3.0	1.0
ENST00000492433.2	3.0	3.0	2.0	3.0	2.0	2.0
ENST00000643057.1	3.0	3.0	2.0	2.0	2.0	2.0
ENST00000251654.9	3.0	2.0	2.0	3.0	4.0	2.0
ENST00000408946.7	3.0	3.0	3.0	3.0	3.0	2.0
ENST00000370651.7	3.0	2.0	2.0	3.0	3.0	1.0
ENST00000466072.5	3.0	2.0	2.0	3.0	3.0	1.0
ENST00000381611.8	3.0	3.0	2.0	3.0	3.0	2.0
ENST00000617249.4	3.0	3.0	2.0	3.0	3.0	2.0
ENST00000468318.5	3.0	2.0	4.0	3.0	3.0	4.0
ENST00000251074.5	3.0	3.0	3.0	2.0	2.0	2.0
ENST00000645279.1	3.0	3.0	1.0	3.0	3.0	1.0
ENST00000349496.11	3.0	2.0	1.0	2.0	2.0	1.0
ENST00000565678.5	3.0	3.0	3.0	4.0	3.0	2.0
ENST00000586054.2	3.0	4.0	2.0	4.0	5.0	2.0
ENST00000450376.1	3.0	7.0	6.0	6.0	4.0	6.0
ENST00000302362.11	3.0	3.0	1.0	3.0	3.0	1.0
ENST00000696365.1	3.0	3.0	1.0	2.0	3.0	2.0
ENST00000396185.8	3.0	2.0	1.0	2.0	2.0	1.0
ENST00000503046.5	3.0	2.0	5.0	2.0	2.0	4.0
ENST00000496655.1	3.0	3.0	1.0	2.0	2.0	1.0
ENST00000260508.9	3.0	2.0	2.0	3.0	3.0	2.0
ENST00000292180.8	3.0	3.0	2.0	3.0	3.0	1.0
ENST00000602129.2	3.0	1.0	1.0	1.0	2.0	1.0
ENST00000571941.5	3.0	2.0	3.0	5.0	6.0	4.0
ENST00000266679.8	3.0	3.0	2.0	3.0	3.0	2.0
ENST00000666609.1	3.0	3.0	1.0	2.0	2.0	1.0
ENST00000570550.5	3.0	2.0	3.0	3.0	2.0	2.0
ENST00000330181.10	3.0	1.0	1.0	1.0	2.0	1.0
ENST00000374807.9	3.0	3.0	1.0	3.0	3.0	1.0
ENST00000677834.1	3.0	3.0	1.0	3.0	3.0	1.0
ENST00000394800.6	3.0	2.0	1.0	2.0	2.0	1.0
ENST00000502929.5	3.0	3.0	2.0	3.0	2.0	2.0
ENST00000361059.7	3.0	2.0	1.0	2.0	2.0	1.0
ENST00000647352.1	3.0	3.0	2.0	1.0	1.0	2.0
ENST00000423431.5	3.0	4.0	2.0	3.0	2.0	3.0
ENST00000680378.1	3.0	3.0	2.0	3.0	3.0	2.0
ENST00000300283.10	3.0	2.0	2.0	2.0	3.0	2.0
ENST00000299736.5	3.0	3.0	1.0	4.0	3.0	2.0
ENST00000650688.1	3.0	2.0	2.0	2.0	2.0	0.0
ENST00000635965.1	3.0	2.0	2.0	2.0	2.0	1.0
ENST00000632978.1	3.0	3.0	2.0	3.0	4.0	3.0
ENST00000395548.6	3.0	4.0	3.0	4.0	3.0	3.0
ENST00000378916.8	3.0	3.0	3.0	3.0	3.0	3.0
ENST00000358548.4	3.0	2.0	1.0	2.0	2.0	1.0
ENST00000571246.5	3.0	2.0	3.0	3.0	2.0	2.0
ENST00000341753.10	3.0	3.0	2.0	3.0	4.0	1.0
ENST00000469458.5	3.0	3.0	1.0	3.0	3.0	2.0
ENST00000616421.1	3.0	2.0	9.0	19.0	3.0	6.0
ENST00000260359.10	3.0	3.0	2.0	5.0	5.0	4.0
ENST00000262213.7	3.0	1.0	1.0	2.0	2.0	1.0
ENST00000397938.7	3.0	1.0	2.0	2.0	6.0	1.0
ENST00000434505.5	3.0	2.0	2.0	2.0	3.0	2.0
ENST00000538171.5	3.0	4.0	3.0	3.0	3.0	2.0
ENST00000351424.8	3.0	2.0	1.0	2.0	2.0	1.0
ENST00000482108.1	3.0	2.0	1.0	1.0	2.0	1.0
ENST00000260605.12	3.0	3.0	4.0	3.0	3.0	3.0
ENST00000286091.9	3.0	2.0	1.0	2.0	2.0	0.0
ENST00000652332.1	3.0	2.0	1.0	2.0	2.0	0.0
ENST00000348257.9	3.0	3.0	2.0	3.0	3.0	1.0
ENST00000217121.9	3.0	2.0	2.0	3.0	3.0	1.0
ENST00000356126.8	3.0	2.0	1.0	3.0	3.0	1.0
ENST00000676547.1	3.0	3.0	3.0	3.0	3.0	3.0
ENST00000367419.10	3.0	2.0	2.0	3.0	3.0	2.0
ENST00000175506.8	3.0	3.0	19.0	3.0	3.0	13.0
ENST00000377390.8	3.0	2.0	2.0	3.0	4.0	2.0
ENST00000307767.13	3.0	3.0	1.0	3.0	3.0	1.0
ENST00000486867.2	3.0	2.0	2.0	2.0	3.0	1.0
ENST00000586025.5	3.0	1.0	1.0	1.0	2.0	0.0
ENST00000590540.5	3.0	3.0	2.0	3.0	4.0	2.0
ENST00000416454.5	3.0	2.0	5.0	3.0	3.0	2.0
ENST00000407067.1	3.0	2.0	2.0	2.0	3.0	1.0
ENST00000254803.4	3.0	2.0	1.0	3.0	2.0	1.0
ENST00000473095.1	3.0	1.0	2.0	1.0	2.0	1.0
ENST00000467642.5	3.0	3.0	3.0	3.0	3.0	2.0
ENST00000311873.9	3.0	3.0	3.0	3.0	3.0	2.0
ENST00000586674.1	3.0	3.0	3.0	3.0	3.0	2.0
ENST00000591155.1	3.0	3.0	1.0	3.0	3.0	2.0
ENST00000373178.5	3.0	3.0	3.0	3.0	4.0	1.0
ENST00000616074.4	3.0	4.0	2.0	3.0	3.0	2.0
ENST00000467290.1	3.0	3.0	3.0	3.0	3.0	4.0
ENST00000476110.1	3.0	2.0	1.0	3.0	3.0	2.0
ENST00000355238.11	3.0	2.0	1.0	1.0	1.0	0.0
ENST00000316824.4	3.0	2.0	2.0	3.0	3.0	2.0
ENST00000239944.7	3.0	2.0	2.0	1.0	2.0	0.0
ENST00000257181.10	3.0	2.0	2.0	2.0	2.0	1.0
ENST00000333047.9	3.0	4.0	2.0	5.0	3.0	3.0
ENST00000679597.1	3.0	3.0	3.0	4.0	4.0	3.0
ENST00000353468.4	3.0	3.0	3.0	4.0	4.0	3.0
ENST00000689278.1	3.0	2.0	2.0	2.0	3.0	2.0
ENST00000480010.1	3.0	5.0	3.0	4.0	1.0	5.0
ENST00000503706.5	3.0	3.0	3.0	3.0	3.0	3.0
ENST00000323224.7	3.0	4.0	2.0	4.0	3.0	2.0
ENST00000601358.5	3.0	3.0	2.0	3.0	3.0	2.0
ENST00000464702.6	3.0	1.0	2.0	1.0	3.0	1.0
ENST00000550147.5	3.0	3.0	1.0	2.0	3.0	1.0
ENST00000499023.7	3.0	2.0	2.0	2.0	2.0	2.0
ENST00000491631.5	3.0	3.0	3.0	4.0	3.0	3.0
ENST00000442614.5	3.0	5.0	5.0	5.0	5.0	5.0
ENST00000451301.5	3.0	4.0	3.0	4.0	3.0	3.0
ENST00000488886.1	3.0	4.0	5.0	6.0	4.0	5.0
ENST00000405486.5	3.0	2.0	1.0	2.0	3.0	0.0
ENST00000541778.5	3.0	2.0	1.0	2.0	2.0	1.0
ENST00000510102.5	3.0	3.0	3.0	2.0	4.0	3.0
ENST00000426499.5	3.0	4.0	2.0	3.0	3.0	1.0
ENST00000526639.3	3.0	2.0	2.0	2.0	2.0	2.0
ENST00000438306.5	3.0	2.0	1.0	3.0	3.0	1.0
ENST00000370282.8	3.0	2.0	2.0	1.0	1.0	1.0
ENST00000445716.6	3.0	2.0	1.0	3.0	3.0	1.0
ENST00000626875.1	3.0	3.0	2.0	4.0	2.0	3.0
ENST00000372667.9	3.0	3.0	4.0	4.0	4.0	0.0
ENST00000366742.5	3.0	2.0	2.0	4.0	4.0	1.0
ENST00000366740.5	3.0	2.0	2.0	3.0	4.0	1.0
ENST00000014930.9	3.0	1.0	2.0	1.0	2.0	1.0
ENST00000299518.7	3.0	2.0	2.0	2.0	2.0	1.0
ENST00000560667.5	3.0	1.0	1.0	1.0	2.0	1.0
ENST00000322166.10	3.0	2.0	1.0	2.0	2.0	1.0
ENST00000399466.6	3.0	2.0	1.0	2.0	2.0	1.0
ENST00000263354.8	3.0	2.0	2.0	2.0	3.0	1.0
ENST00000355296.8	3.0	2.0	2.0	2.0	2.0	1.0
ENST00000535463.1	3.0	1.0	1.0	1.0	4.0	0.0
ENST00000422177.5	3.0	3.0	4.0	3.0	4.0	3.0
ENST00000568578.5	3.0	3.0	3.0	4.0	4.0	2.0
ENST00000481541.1	3.0	5.0	3.0	8.0	7.0	7.0
ENST00000368715.5	3.0	4.0	5.0	2.0	3.0	4.0
ENST00000262375.11	3.0	3.0	2.0	2.0	2.0	1.0
ENST00000481009.1	3.0	3.0	4.0	2.0	2.0	3.0
ENST00000292147.7	3.0	2.0	4.0	2.0	4.0	3.0
ENST00000354332.8	3.0	3.0	2.0	2.0	3.0	2.0
ENST00000370885.8	3.0	3.0	3.0	3.0	4.0	3.0
ENST00000614438.1	3.0	3.0	3.0	2.0	3.0	2.0
ENST00000368716.9	3.0	4.0	3.0	3.0	3.0	3.0
ENST00000544923.5	3.0	2.0	3.0	1.0	2.0	2.0
ENST00000367495.4	3.0	2.0	3.0	3.0	4.0	1.0
ENST00000313835.14	3.0	2.0	1.0	2.0	3.0	1.0
ENST00000535979.5	3.0	3.0	1.0	3.0	2.0	2.0
ENST00000536241.1	3.0	4.0	2.0	3.0	2.0	2.0
ENST00000322266.9	3.0	2.0	2.0	2.0	3.0	1.0
ENST00000677493.1	3.0	1.0	1.0	1.0	1.0	0.0
ENST00000513900.6	3.0	2.0	2.0	2.0	2.0	1.0
ENST00000677353.1	3.0	4.0	2.0	4.0	3.0	3.0
ENST00000261413.10	3.0	2.0	2.0	3.0	3.0	1.0
ENST00000494399.5	3.0	3.0	2.0	3.0	3.0	2.0
ENST00000356245.8	3.0	1.0	1.0	1.0	1.0	0.0
ENST00000595231.5	3.0	3.0	1.0	3.0	3.0	1.0
ENST00000565990.2	3.0	4.0	3.0	3.0	3.0	2.0
ENST00000375991.9	3.0	2.0	2.0	3.0	4.0	2.0
ENST00000678968.1	3.0	4.0	3.0	5.0	5.0	5.0
ENST00000558341.5	3.0	5.0	2.0	5.0	2.0	3.0
ENST00000520141.5	3.0	4.0	4.0	3.0	3.0	2.0
ENST00000466521.5	3.0	2.0	2.0	2.0	4.0	1.0
ENST00000353214.6	3.0	2.0	1.0	2.0	2.0	1.0
ENST00000630477.1	3.0	3.0	2.0	3.0	2.0	2.0
ENST00000557929.5	3.0	2.0	1.0	2.0	2.0	1.0
ENST00000528018.1	3.0	1.0	3.0	2.0	5.0	3.0
ENST00000652287.1	3.0	4.0	2.0	3.0	3.0	3.0
ENST00000263559.11	3.0	2.0	1.0	2.0	2.0	1.0
ENST00000252711.7	3.0	2.0	2.0	2.0	2.0	1.0
ENST00000463371.1	3.0	5.0	4.0	4.0	2.0	3.0
ENST00000469700.1	3.0	4.0	2.0	3.0	2.0	2.0
ENST00000396954.8	3.0	2.0	2.0	2.0	3.0	2.0
ENST00000450852.8	3.0	3.0	2.0	3.0	3.0	2.0
ENST00000233699.8	3.0	3.0	1.0	5.0	2.0	1.0
ENST00000465242.5	3.0	3.0	1.0	4.0	2.0	1.0
ENST00000680391.1	3.0	2.0	1.0	2.0	2.0	1.0
ENST00000397625.9	3.0	2.0	1.0	1.0	1.0	0.0
ENST00000529498.1	3.0	2.0	3.0	4.0	4.0	2.0
ENST00000521545.7	3.0	3.0	3.0	4.0	3.0	3.0
ENST00000511450.5	3.0	3.0	2.0	2.0	3.0	2.0
ENST00000518554.2	3.0	2.0	1.0	2.0	2.0	1.0
ENST00000535149.5	3.0	3.0	3.0	3.0	3.0	3.0
ENST00000523654.6	3.0	2.0	2.0	2.0	2.0	1.0
ENST00000487106.5	3.0	5.0	4.0	4.0	2.0	4.0
ENST00000613941.4	3.0	2.0	2.0	2.0	2.0	1.0
ENST00000620242.1	3.0	1.0	2.0	2.0	2.0	1.0
ENST00000367064.9	3.0	3.0	2.0	2.0	2.0	1.0
ENST00000648965.1	3.0	4.0	3.0	3.0	3.0	3.0
ENST00000475928.1	3.0	3.0	3.0	3.0	3.0	4.0
ENST00000377978.3	3.0	2.0	3.0	5.0	3.0	3.0
ENST00000395911.5	3.0	2.0	1.0	2.0	2.0	1.0
ENST00000584539.1	3.0	4.0	3.0	3.0	2.0	3.0
ENST00000255108.8	3.0	2.0	1.0	3.0	3.0	0.0
ENST00000498694.2	3.0	2.0	1.0	2.0	3.0	1.0
ENST00000582341.1	3.0	1.0	1.0	1.0	2.0	1.0
ENST00000682721.1	3.0	2.0	2.0	2.0	3.0	2.0
ENST00000648020.2	3.0	2.0	1.0	3.0	4.0	1.0
ENST00000541679.7	3.0	5.0	3.0	5.0	4.0	2.0
ENST00000398289.2	3.0	3.0	4.0	2.0	3.0	3.0
ENST00000652400.1	3.0	4.0	4.0	3.0	3.0	4.0
ENST00000678769.1	3.0	2.0	3.0	1.0	3.0	0.0
ENST00000562442.5	3.0	3.0	4.0	6.0	7.0	6.0
ENST00000590700.5	3.0	2.0	2.0	2.0	2.0	1.0
ENST00000505243.5	3.0	2.0	5.0	5.0	5.0	3.0
ENST00000359655.9	3.0	2.0	1.0	2.0	3.0	1.0
ENST00000407537.5	3.0	2.0	3.0	1.0	4.0	0.0
ENST00000667384.2	3.0	3.0	2.0	3.0	3.0	3.0
ENST00000375535.4	3.0	2.0	2.0	2.0	5.0	1.0
ENST00000447750.7	3.0	3.0	2.0	2.0	2.0	1.0
ENST00000347343.6	3.0	3.0	1.0	2.0	2.0	1.0
ENST00000400175.9	3.0	4.0	3.0	4.0	3.0	3.0
ENST00000525440.5	3.0	3.0	2.0	3.0	3.0	2.0
ENST00000398734.8	3.0	4.0	4.0	5.0	4.0	3.0
ENST00000589417.1	3.0	2.0	2.0	2.0	2.0	2.0
ENST00000518322.6	3.0	2.0	2.0	2.0	3.0	2.0
ENST00000636808.1	3.0	2.0	3.0	2.0	2.0	2.0
ENST00000587171.1	3.0	2.0	2.0	2.0	3.0	2.0
ENST00000521604.7	3.0	2.0	2.0	2.0	3.0	1.0
ENST00000518116.5	3.0	2.0	2.0	2.0	3.0	2.0
ENST00000647465.1	3.0	4.0	4.0	3.0	2.0	3.0
ENST00000542222.1	3.0	4.0	3.0	4.0	3.0	3.0
ENST00000612553.5	3.0	2.0	1.0	2.0	4.0	0.0
ENST00000444897.3	3.0	2.0	1.0	2.0	4.0	0.0
ENST00000636879.1	3.0	2.0	3.0	2.0	2.0	2.0
ENST00000513914.5	3.0	2.0	2.0	6.0	6.0	5.0
ENST00000402131.5	3.0	3.0	3.0	3.0	2.0	3.0
ENST00000341754.8	3.0	2.0	2.0	3.0	3.0	2.0
ENST00000508293.5	3.0	3.0	4.0	4.0	5.0	5.0
ENST00000487429.1	3.0	3.0	2.0	4.0	3.0	2.0
ENST00000588783.5	3.0	3.0	4.0	3.0	3.0	2.0
ENST00000216350.12	3.0	2.0	2.0	2.0	2.0	1.0
ENST00000591515.6	3.0	3.0	2.0	4.0	3.0	1.0
ENST00000417736.2	3.0	2.0	1.0	2.0	3.0	0.0
ENST00000369747.8	3.0	3.0	2.0	2.0	2.0	1.0
ENST00000307877.7	3.0	2.0	2.0	2.0	2.0	0.0
ENST00000361066.7	3.0	3.0	2.0	3.0	3.0	3.0
ENST00000531516.1	3.0	3.0	5.0	3.0	0.0	5.0
ENST00000367627.8	3.0	2.0	1.0	2.0	2.0	0.0
ENST00000546760.5	3.0	3.0	3.0	5.0	5.0	2.0
ENST00000638817.1	3.0	3.0	2.0	4.0	5.0	3.0
ENST00000368545.7	3.0	3.0	1.0	3.0	3.0	2.0
ENST00000256594.7	3.0	3.0	2.0	3.0	3.0	3.0
ENST00000379263.8	3.0	2.0	1.0	1.0	2.0	0.0
ENST00000341485.10	3.0	3.0	1.0	3.0	3.0	2.0
ENST00000607564.1	3.0	3.0	2.0	3.0	3.0	2.0
ENST00000312970.13	3.0	3.0	1.0	3.0	3.0	1.0
ENST00000442171.6	3.0	3.0	4.0	4.0	5.0	5.0
ENST00000585480.1	3.0	5.0	2.0	5.0	5.0	2.0
ENST00000497500.5	3.0	3.0	3.0	3.0	2.0	4.0
ENST00000369626.8	3.0	2.0	1.0	2.0	2.0	1.0
ENST00000366510.4	3.0	1.0	2.0	2.0	2.0	1.0
ENST00000308095.4	3.0	2.0	3.0	2.0	2.0	2.0
ENST00000263025.9	3.0	2.0	2.0	2.0	3.0	1.0
ENST00000460284.5	3.0	3.0	1.0	3.0	3.0	1.0
ENST00000626828.1	3.0	0.0	0.0	0.0	0.0	0.0
ENST00000678034.1	3.0	4.0	2.0	4.0	2.0	3.0
ENST00000457444.6	3.0	3.0	1.0	3.0	2.0	2.0
ENST00000638716.1	3.0	3.0	2.0	2.0	2.0	2.0
ENST00000303400.9	3.0	2.0	1.0	1.0	3.0	0.0
ENST00000546478.1	3.0	2.0	1.0	2.0	0.0	0.0
ENST00000370474.4	3.0	3.0	9.0	2.0	3.0	7.0
ENST00000354618.10	3.0	2.0	2.0	3.0	4.0	2.0
ENST00000345865.6	3.0	2.0	1.0	2.0	2.0	0.0
ENST00000233146.7	3.0	2.0	1.0	2.0	1.0	0.0
ENST00000348499.9	3.0	3.0	3.0	3.0	3.0	2.0
ENST00000458229.6	3.0	2.0	1.0	2.0	2.0	1.0
ENST00000306442.5	3.0	3.0	3.0	3.0	3.0	1.0
ENST00000552775.1	3.0	3.0	3.0	4.0	3.0	4.0
ENST00000379095.5	3.0	3.0	2.0	4.0	4.0	2.0
ENST00000537445.5	3.0	2.0	1.0	2.0	2.0	1.0
ENST00000483635.5	3.0	3.0	4.0	3.0	3.0	3.0
ENST00000591006.5	3.0	2.0	2.0	2.0	3.0	1.0
ENST00000556312.5	3.0	3.0	3.0	3.0	5.0	2.0
ENST00000628103.2	3.0	3.0	2.0	3.0	3.0	1.0
ENST00000375477.5	3.0	3.0	3.0	2.0	3.0	2.0
ENST00000327044.7	3.0	2.0	1.0	2.0	3.0	1.0
ENST00000505658.6	3.0	2.0	1.0	1.0	1.0	0.0
ENST00000258083.3	3.0	2.0	2.0	2.0	3.0	1.0
ENST00000368402.9	3.0	3.0	4.0	3.0	4.0	3.0
ENST00000397640.6	3.0	3.0	3.0	4.0	4.0	2.0
ENST00000568517.1	3.0	5.0	3.0	5.0	3.0	3.0
ENST00000696628.1	3.0	3.0	1.0	4.0	4.0	2.0
ENST00000620004.2	3.0	2.0	2.0	2.0	3.0	1.0
ENST00000372183.7	3.0	3.0	2.0	3.0	3.0	2.0
ENST00000479034.5	3.0	3.0	3.0	4.0	4.0	2.0
ENST00000339997.8	3.0	2.0	2.0	2.0	2.0	1.0
ENST00000485654.1	3.0	3.0	3.0	4.0	5.0	3.0
ENST00000478022.3	3.0	0.0	1.0	0.0	2.0	0.0
ENST00000633952.1	3.0	2.0	2.0	2.0	3.0	0.0
ENST00000263663.10	3.0	2.0	2.0	2.0	2.0	2.0
ENST00000325748.9	3.0	1.0	1.0	2.0	3.0	1.0
ENST00000525503.5	3.0	2.0	3.0	2.0	2.0	2.0
ENST00000614056.4	3.0	2.0	1.0	2.0	2.0	1.0
ENST00000504789.5	3.0	4.0	1.0	3.0	2.0	2.0
ENST00000636014.1	3.0	1.0	0.0	0.0	0.0	0.0
ENST00000697273.1	3.0	3.0	3.0	3.0	4.0	2.0
ENST00000511107.1	3.0	3.0	2.0	4.0	5.0	4.0
ENST00000638383.1	3.0	3.0	2.0	3.0	3.0	2.0
ENST00000523622.1	3.0	1.0	1.0	0.0	2.0	0.0
ENST00000483115.1	3.0	4.0	4.0	4.0	4.0	3.0
ENST00000448430.6	3.0	3.0	5.0	3.0	4.0	3.0
ENST00000633782.1	3.0	2.0	2.0	2.0	3.0	0.0
ENST00000318387.6	3.0	3.0	3.0	3.0	3.0	3.0
ENST00000703600.1	3.0	3.0	1.0	2.0	2.0	1.0
ENST00000634140.1	3.0	3.0	3.0	2.0	3.0	2.0
ENST00000689285.1	3.0	2.0	2.0	3.0	2.0	3.0
ENST00000484049.6	3.0	3.0	2.0	4.0	3.0	2.0
ENST00000375457.2	3.0	3.0	2.0	2.0	2.0	1.0
ENST00000532276.1	3.0	2.0	3.0	1.0	2.0	1.0
ENST00000607140.1	3.0	0.0	1.0	2.0	2.0	1.0
ENST00000370841.9	3.0	2.0	1.0	2.0	2.0	1.0
ENST00000335783.4	3.0	2.0	1.0	3.0	2.0	2.0
ENST00000637233.1	3.0	3.0	3.0	3.0	4.0	3.0
ENST00000487519.6	3.0	2.0	1.0	2.0	2.0	1.0
ENST00000409975.5	3.0	3.0	3.0	2.0	2.0	2.0
ENST00000281456.11	3.0	3.0	2.0	3.0	3.0	2.0
ENST00000367739.9	3.0	2.0	1.0	2.0	2.0	1.0
ENST00000366759.9	3.0	2.0	2.0	2.0	3.0	0.0
ENST00000441359.1	3.0	3.0	3.0	4.0	4.0	4.0
ENST00000594157.5	3.0	3.0	1.0	1.0	2.0	1.0
ENST00000358015.8	3.0	2.0	2.0	3.0	3.0	2.0
ENST00000398805.8	3.0	2.0	2.0	2.0	1.0	1.0
ENST00000559514.5	3.0	3.0	2.0	3.0	3.0	3.0
ENST00000246785.7	3.0	2.0	1.0	1.0	2.0	0.0
ENST00000651106.1	3.0	3.0	2.0	2.0	2.0	3.0
ENST00000470472.5	3.0	5.0	3.0	5.0	3.0	4.0
ENST00000342045.6	3.0	2.0	2.0	2.0	2.0	2.0
ENST00000612103.4	3.0	2.0	2.0	2.0	2.0	1.0
ENST00000310864.11	3.0	2.0	3.0	2.0	2.0	2.0
ENST00000406053.5	3.0	2.0	3.0	2.0	3.0	2.0
ENST00000361704.6	3.0	2.0	2.0	2.0	3.0	2.0
ENST00000369489.10	3.0	2.0	2.0	2.0	2.0	2.0
ENST00000453819.5	3.0	3.0	5.0	3.0	3.0	3.0
ENST00000259818.8	3.0	2.0	2.0	2.0	3.0	1.0
ENST00000320316.8	3.0	2.0	1.0	3.0	3.0	0.0
ENST00000614397.4	3.0	2.0	2.0	2.0	2.0	1.0
ENST00000358278.7	3.0	2.0	1.0	2.0	3.0	1.0
ENST00000271452.8	3.0	2.0	2.0	2.0	2.0	1.0
ENST00000598979.5	3.0	2.0	1.0	1.0	1.0	0.0
ENST00000490044.5	3.0	3.0	3.0	2.0	3.0	2.0
ENST00000290551.5	3.0	2.0	1.0	0.0	1.0	0.0
ENST00000633831.1	3.0	2.0	3.0	4.0	6.0	3.0
ENST00000294172.7	3.0	2.0	1.0	1.0	2.0	1.0
ENST00000416285.6	3.0	3.0	3.0	2.0	2.0	3.0
ENST00000695856.1	3.0	3.0	3.0	4.0	3.0	3.0
ENST00000677521.1	3.0	4.0	2.0	4.0	3.0	3.0
ENST00000475350.5	3.0	3.0	3.0	3.0	3.0	4.0
ENST00000346330.6	3.0	2.0	1.0	2.0	3.0	1.0
ENST00000370913.5	3.0	2.0	3.0	5.0	7.0	7.0
ENST00000595985.1	3.0	6.0	4.0	6.0	5.0	3.0
ENST00000311772.10	3.0	2.0	1.0	3.0	3.0	2.0
ENST00000434526.8	3.0	3.0	6.0	3.0	2.0	4.0
ENST00000651354.1	3.0	3.0	6.0	3.0	3.0	4.0
ENST00000402338.5	3.0	2.0	5.0	1.0	3.0	0.0
ENST00000587338.1	3.0	2.0	0.0	0.0	1.0	0.0
ENST00000638145.1	3.0	0.0	0.0	0.0	0.0	0.0
ENST00000411557.6	3.0	3.0	4.0	2.0	2.0	2.0
ENST00000633944.1	3.0	2.0	1.0	2.0	2.0	2.0
ENST00000679907.1	3.0	2.0	1.0	3.0	3.0	1.0
ENST00000396811.6	3.0	3.0	5.0	2.0	3.0	4.0
ENST00000590786.5	3.0	2.0	2.0	2.0	3.0	2.0
ENST00000522156.1	3.0	1.0	1.0	1.0	2.0	1.0
ENST00000675937.1	3.0	2.0	1.0	2.0	2.0	0.0
ENST00000353339.8	3.0	2.0	3.0	3.0	2.0	1.0
ENST00000472897.5	3.0	2.0	3.0	2.0	5.0	2.0
ENST00000444122.3	3.0	3.0	2.0	3.0	4.0	2.0
ENST00000495913.5	3.0	3.0	3.0	4.0	3.0	3.0
ENST00000337619.11	3.0	2.0	2.0	2.0	4.0	0.0
ENST00000321169.10	3.0	3.0	2.0	3.0	3.0	2.0
